"BarrierName","BarrierType","StreamName","Source","SourceID","Lat","Lon","Mitigated","YearMitigated","Pass_NABD","Pass_Before","Pass_After"
"Road barrier - Wildcat Creek","Assessed road-related barrier","Wildcat Creek","National Aquatic Barrier Dataset (SARP)","sm635875",41.88548,-113.65729,"no",0,"Unknown",0.5,0.5
"Road barrier - Deer Creek","Assessed road-related barrier","Deer Creek","National Aquatic Barrier Dataset (SARP)","sm635928",43.52692,-114.480194,"no",0,"No barrier",1,1
"Road barrier - Deer Creek","Assessed road-related barrier","Deer Creek","National Aquatic Barrier Dataset (SARP)","sm635945",43.528328,-114.51073,"no",0,"No barrier",1,1
"Road barrier - Eagle Creek","Assessed road-related barrier","Eagle Creek","National Aquatic Barrier Dataset (SARP)","sm635946",43.78847,-114.37248,"no",0,"Unknown",0.5,0.5
"Road barrier - Big Wood River","Assessed road-related barrier","Big Wood River","National Aquatic Barrier Dataset (SARP)","sm635947",43.870457,-114.65492,"no",0,"Unknown",0.5,0.5
"Road barrier - Winecup Creek","Assessed road-related barrier","Winecup Creek","National Aquatic Barrier Dataset (SARP)","sm636428",42.080208,-114.26505,"no",0,"Unknown",0.5,0.5
"Road barrier - Warm Springs Creek","Assessed road-related barrier","Warm Springs Creek","National Aquatic Barrier Dataset (SARP)","sm636514",43.609734,-114.602554,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm636515",42.321865,-114.09633,"no",0,"Unknown",0.5,0.5
"Road barrier - Warm Springs Creek","Assessed road-related barrier","Warm Springs Creek","National Aquatic Barrier Dataset (SARP)","sm636517",43.640522,-114.47827,"no",0,"Unknown",0.5,0.5
"Road barrier - Rock Creek","Assessed road-related barrier","Rock Creek","National Aquatic Barrier Dataset (SARP)","sm636946",42.300694,-114.2543,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm636947",42.210365,-114.42433,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm637348",42.21783,-114.42905,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm637349",42.19083,-114.12661,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm637363",40.93498,-110.6998,"no",0,"Partial passability",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm637429",42.34143,-113.05285,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm637441",42.161793,-114.22177,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm637647",42.30889,-114.10453,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm637648",42.18544,-114.12607,"no",0,"Unknown",0.5,0.5
"Road barrier - Trapper Creek","Assessed road-related barrier","Trapper Creek","National Aquatic Barrier Dataset (SARP)","sm638127",42.13606,-114.11623,"no",0,"Unknown",0.5,0.5
"Road barrier - Beatty Creek","Assessed road-related barrier","Beatty Creek","National Aquatic Barrier Dataset (SARP)","sm638131",42.070843,-114.27756,"no",0,"Unknown",0.5,0.5
"Road barrier - Van Camp Creek","Assessed road-related barrier","Van Camp Creek","National Aquatic Barrier Dataset (SARP)","sm638135",42.34171,-113.05326,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm638136",41.87908,-113.61398,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm638269",42.277164,-114.06399,"no",0,"Unknown",0.5,0.5
"Road barrier - Sawmill Creek","Assessed road-related barrier","Sawmill Creek","National Aquatic Barrier Dataset (SARP)","sm638270",42.226612,-114.16654,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm638271",42.327766,-114.10819,"no",0,"Unknown",0.5,0.5
"Road barrier - Dry Creek","Assessed road-related barrier","Dry Creek","National Aquatic Barrier Dataset (SARP)","sm638275",42.21813,-113.676704,"no",0,"Unknown",0.5,0.5
"Road barrier - Big Wood River","Assessed road-related barrier","Big Wood River","National Aquatic Barrier Dataset (SARP)","sm638366",43.838917,-114.627495,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm638367",43.891083,-114.663506,"no",0,"Unknown",0.5,0.5
"Road barrier - Warm Springs Creek","Assessed road-related barrier","Warm Springs Creek","National Aquatic Barrier Dataset (SARP)","sm638368",43.607193,-114.64255,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm638497",42.324837,-114.09517,"no",0,"Unknown",0.5,0.5
"Road barrier - Gladiator Creek","Assessed road-related barrier","Gladiator Creek","National Aquatic Barrier Dataset (SARP)","sm638507",43.888943,-114.653595,"no",0,"Unknown",0.5,0.5
"Road barrier - Squaw Creek","Assessed road-related barrier","Squaw Creek","National Aquatic Barrier Dataset (SARP)","sm638508",42.14971,-114.08333,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm638509",42.104305,-114.26795,"no",0,"Unknown",0.5,0.5
"Road barrier - Warm Springs Creek","Assessed road-related barrier","Warm Springs Creek","National Aquatic Barrier Dataset (SARP)","sm638543",43.639782,-114.57248,"no",0,"Unknown",0.5,0.5
"Road barrier - McMullen Creek","Assessed road-related barrier","McMullen Creek","National Aquatic Barrier Dataset (SARP)","sm639119",42.254498,-114.405396,"no",0,"Unknown",0.5,0.5
"Road barrier - Johnson Creek","Assessed road-related barrier","Johnson Creek","National Aquatic Barrier Dataset (SARP)","sm639120",41.903454,-113.55844,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm639195",42.42219,-113.07805,"no",0,"Unknown",0.5,0.5
"Road barrier - Little Cottonwood Creek","Assessed road-related barrier","Little Cottonwood Creek","National Aquatic Barrier Dataset (SARP)","sm639570",42.213844,-114.065765,"no",0,"Unknown",0.5,0.5
"Road barrier - Connor Creek","Assessed road-related barrier","Connor Creek","National Aquatic Barrier Dataset (SARP)","sm639623",42.299812,-113.582596,"no",0,"Unknown",0.5,0.5
"Road barrier - Horse Creek","Assessed road-related barrier","Horse Creek","National Aquatic Barrier Dataset (SARP)","sm639624",43.881187,-114.6729,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm639625",41.88262,-113.61487,"no",0,"Unknown",0.5,0.5
"Road barrier - North Fork Big Wood River","Assessed road-related barrier","North Fork Big Wood River","National Aquatic Barrier Dataset (SARP)","sm639717",43.828636,-114.42085,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm639718",42.281918,-114.12185,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm639719",42.216732,-114.42973,"no",0,"Unknown",0.5,0.5
"Road barrier - Big Wood River","Assessed road-related barrier","Big Wood River","National Aquatic Barrier Dataset (SARP)","sm639789",43.77889,-114.5359,"no",0,"Unknown",0.5,0.5
"Road barrier - North Cottonwood Creek","Assessed road-related barrier","North Cottonwood Creek","National Aquatic Barrier Dataset (SARP)","sm639790",42.317497,-114.42498,"no",0,"Unknown",0.5,0.5
"Road barrier - Eagle Spring Creek","Assessed road-related barrier","Eagle Spring Creek","National Aquatic Barrier Dataset (SARP)","sm639791",42.125664,-114.33321,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm640487",41.895336,-113.55313,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm640489",41.968147,-113.43921,"no",0,"Unknown",0.5,0.5
"Road barrier - Horse Creek","Assessed road-related barrier","Horse Creek","National Aquatic Barrier Dataset (SARP)","sm640575",43.8928,-114.68127,"no",0,"Unknown",0.5,0.5
"Road barrier - Stinson Creek","Assessed road-related barrier","Stinson Creek","National Aquatic Barrier Dataset (SARP)","sm640642",42.223263,-113.70569,"no",0,"Unknown",0.5,0.5
"Road barrier - East Fork Thoroughbred Creek","Assessed road-related barrier","East Fork Thoroughbred Creek","National Aquatic Barrier Dataset (SARP)","sm640646",42.04821,-114.2222,"no",0,"Unknown",0.5,0.5
"Road barrier - Cottonwood Creek","Assessed road-related barrier","Cottonwood Creek","National Aquatic Barrier Dataset (SARP)","sm640932",42.127712,-114.33467,"no",0,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm640939",42.192177,-114.12751,"no",0,"Unknown",0.5,0.5
"Road barrier - Bullion Cr","Assessed road-related barrier","Bullion Cr","National Aquatic Barrier Dataset (SARP)","sm644946",43.473232,-114.37529,"no",0,"Partial passability",0.5,0.5
"Road barrier - Deer Creek","Assessed road-related barrier","Deer Creek","National Aquatic Barrier Dataset (SARP)","sm644949",43.541428,-114.45635,"no",0,"Partial passability",0.5,0.5
"Road barrier - Wolftone","Assessed road-related barrier","Wolftone","National Aquatic Barrier Dataset (SARP)","sm644951",43.51376,-114.46755,"no",0,"No barrier",1,1
"Road barrier - Deer Creek","Assessed road-related barrier","Deer Creek","National Aquatic Barrier Dataset (SARP)","sm644954",43.52638,-114.48965,"no",0,"No barrier",1,1
"Road barrier - North Fork Deer Creek","Assessed road-related barrier","North Fork Deer Creek","National Aquatic Barrier Dataset (SARP)","sm644957",43.547768,-114.50297,"no",0,"No barrier",1,1
"Road barrier - Pantyer Branch","Assessed road-related barrier","Pantyer Branch","National Aquatic Barrier Dataset (SARP)","sm644960",43.549652,-114.4628,"no",0,"Partial passability",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm644961",43.54581,-114.44361,"no",0,"Partial passability",0.5,0.5
"Road barrier - Dry","Assessed road-related barrier","Dry","National Aquatic Barrier Dataset (SARP)","sm644962",43.352196,-114.0621,"no",0,"No barrier",1,1
"Road barrier - Silver Creek","Assessed road-related barrier","Silver Creek","National Aquatic Barrier Dataset (SARP)","sm644963",43.31795,-114.066055,"no",0,"No barrier",1,1
"Road barrier - Silver Creek","Assessed road-related barrier","Silver Creek","National Aquatic Barrier Dataset (SARP)","sm644964",43.317055,-114.10608,"no",0,"No barrier",1,1
"Road barrier - Croy Creek","Assessed road-related barrier","Croy Creek","National Aquatic Barrier Dataset (SARP)","sm644967",43.49543,-114.35597,"no",0,"Partial passability",0.5,0.5
"Road barrier - Croy Creek","Assessed road-related barrier","Croy Creek","National Aquatic Barrier Dataset (SARP)","sm644968",43.483376,-114.36451,"no",0,"Partial passability",0.5,0.5
"Road barrier - Croy","Assessed road-related barrier","Croy","National Aquatic Barrier Dataset (SARP)","sm644969",43.481552,-114.36541,"no",0,"Partial passability",0.5,0.5
"Road barrier - Unnamed 2","Assessed road-related barrier","Unnamed 2","National Aquatic Barrier Dataset (SARP)","sm644971",43.475925,-114.370605,"no",0,"Partial passability",0.5,0.5
"Road barrier - Croy","Assessed road-related barrier","Croy","National Aquatic Barrier Dataset (SARP)","sm644972",43.46955,-114.3744,"no",0,"Partial passability",0.5,0.5
"Road barrier - Junction Creek","Assessed road-related barrier","Junction Creek","National Aquatic Barrier Dataset (SARP)","sm645033",42.078682,-113.76968,"no",0,"No barrier",1,1
"Road barrier - Junction Creek","Assessed road-related barrier","Junction Creek","National Aquatic Barrier Dataset (SARP)","sm645034",42.074703,-113.769684,"no",0,"Partial passability",0.5,0.5
"Road barrier - Junction Creek","Assessed road-related barrier","Junction Creek","National Aquatic Barrier Dataset (SARP)","sm645035",42.032837,-113.7627,"no",0,"Partial passability",0.5,0.5
"Road barrier - Cottonwood Creek","Assessed road-related barrier","Cottonwood Creek","National Aquatic Barrier Dataset (SARP)","sm645037",42.00367,-113.76465,"no",0,"Partial passability",0.5,0.5
"Road barrier - Cottonwood Creek","Assessed road-related barrier","Cottonwood Creek","National Aquatic Barrier Dataset (SARP)","sm645038",42.003994,-113.76499,"no",0,"No barrier",1,1
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm645039",42.03413,-113.72091,"no",0,"Partial passability",0.5,0.5
"Road barrier - Raft River","Assessed road-related barrier","Raft River","National Aquatic Barrier Dataset (SARP)","sm645040",42.067562,-113.57097,"no",0,"No barrier",1,1
"Road barrier - Johnson Creek","Assessed road-related barrier","Johnson Creek","National Aquatic Barrier Dataset (SARP)","sm645041",42.066303,-113.56353,"no",0,"Partial passability",0.5,0.5
"Road barrier - George Creek","Assessed road-related barrier","George Creek","National Aquatic Barrier Dataset (SARP)","sm645042",42.064003,-113.54433,"no",0,"Partial passability",0.5,0.5
"Road barrier - Raft River","Assessed road-related barrier","Raft River","National Aquatic Barrier Dataset (SARP)","sm645043",42.06336,-113.50702,"no",0,"Partial passability",0.5,0.5
"Road barrier - Raft River","Assessed road-related barrier","Raft River","National Aquatic Barrier Dataset (SARP)","sm645044",42.07034,-113.44478,"no",0,"Partial passability",0.5,0.5
"Road barrier - Onemile Creek","Assessed road-related barrier","Onemile Creek","National Aquatic Barrier Dataset (SARP)","sm645045",42.011932,-113.43101,"no",0,"Partial passability",0.5,0.5
"Road barrier - Onemile Creek","Assessed road-related barrier","Onemile Creek","National Aquatic Barrier Dataset (SARP)","sm645046",41.993935,-113.42585,"no",0,"Partial passability",0.5,0.5
"Road barrier - Raft River","Assessed road-related barrier","Raft River","National Aquatic Barrier Dataset (SARP)","sm645047",42.098293,-113.373764,"no",0,"Partial passability",0.5,0.5
"Road barrier - Raft River","Assessed road-related barrier","Raft River","National Aquatic Barrier Dataset (SARP)","sm645048",42.106884,-113.361626,"no",0,"Partial passability",0.5,0.5
"Road barrier - Raft River","Assessed road-related barrier","Raft River","National Aquatic Barrier Dataset (SARP)","sm645050",42.22317,-113.34273,"no",0,"Partial passability",0.5,0.5
"Road barrier - Raft River","Assessed road-related barrier","Raft River","National Aquatic Barrier Dataset (SARP)","sm645051",42.179817,-113.32998,"no",0,"Partial passability",0.5,0.5
"Road barrier - Raft River","Assessed road-related barrier","Raft River","National Aquatic Barrier Dataset (SARP)","sm645052",42.15789,-113.33231,"no",0,"Partial passability",0.5,0.5
"Road barrier - Raft River","Assessed road-related barrier","Raft River","National Aquatic Barrier Dataset (SARP)","sm645053",42.145245,-113.33646,"no",0,"No barrier",1,1
"Road barrier - Raft River","Assessed road-related barrier","Raft River","National Aquatic Barrier Dataset (SARP)","sm645054",42.129246,-113.342735,"no",0,"Partial passability",0.5,0.5
"Road barrier - Cottonwood Creek","Assessed road-related barrier","Cottonwood Creek","National Aquatic Barrier Dataset (SARP)","sm645055",42.129818,-113.36592,"no",0,"Partial passability",0.5,0.5
"Road barrier - Cottonwoid Creek","Assessed road-related barrier","Cottonwoid Creek","National Aquatic Barrier Dataset (SARP)","sm645056",42.129307,-113.36413,"no",0,"No barrier",1,1
"Road barrier - Cottonwood Creek","Assessed road-related barrier","Cottonwood Creek","National Aquatic Barrier Dataset (SARP)","sm645057",42.14522,-113.43039,"no",0,"Partial passability",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm645058",42.025303,-113.70638,"no",0,"No barrier",1,1
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm645060",42.01214,-113.648254,"no",0,"No barrier",1,1
"Road barrier - Circle Creek","Assessed road-related barrier","Circle Creek","National Aquatic Barrier Dataset (SARP)","sm645061",42.069992,-113.63376,"no",0,"Partial passability",0.5,0.5
"Road barrier - Circle Creek","Assessed road-related barrier","Circle Creek","National Aquatic Barrier Dataset (SARP)","sm645062",42.06343,-113.61297,"no",0,"Partial passability",0.5,0.5
"Road barrier - Raft River","Assessed road-related barrier","Raft River","National Aquatic Barrier Dataset (SARP)","sm645063",42.042435,-113.61224,"no",0,"No barrier",1,1
"Road barrier - George Creek","Assessed road-related barrier","George Creek","National Aquatic Barrier Dataset (SARP)","sm645065",42.00682,-113.57206,"no",0,"Partial passability",0.5,0.5
"Road barrier - Grape Creek","Assessed road-related barrier","Grape Creek","National Aquatic Barrier Dataset (SARP)","sm645066",42.090492,-113.5707,"no",0,"Partial passability",0.5,0.5
"Road barrier - Taters Creek","Assessed road-related barrier","Taters Creek","National Aquatic Barrier Dataset (SARP)","sm645068",42.119507,-113.58924,"no",0,"Partial passability",0.5,0.5
"Road barrier - Summit Creek","Assessed road-related barrier","Summit Creek","National Aquatic Barrier Dataset (SARP)","sm645071",42.154835,-113.57106,"no",0,"No barrier",1,1
"Road barrier - Edwards Creek","Assessed road-related barrier","Edwards Creek","National Aquatic Barrier Dataset (SARP)","sm645073",42.126007,-113.63116,"no",0,"Partial passability",0.5,0.5
"Road barrier - Almo Creek","Assessed road-related barrier","Almo Creek","National Aquatic Barrier Dataset (SARP)","sm645074",42.125744,-113.65867,"no",0,"No barrier",1,1
"Road barrier - Almo Creek","Assessed road-related barrier","Almo Creek","National Aquatic Barrier Dataset (SARP)","sm645075",42.115295,-113.647865,"no",0,"Partial passability",0.5,0.5
"Road barrier - Graham Creek","Assessed road-related barrier","Graham Creek","National Aquatic Barrier Dataset (SARP)","sm645077",42.101284,-113.64773,"no",0,"Partial passability",0.5,0.5
"Road barrier - Almo Creek","Assessed road-related barrier","Almo Creek","National Aquatic Barrier Dataset (SARP)","sm645079",42.100327,-113.63345,"no",0,"No barrier",1,1
"Road barrier - Circle Creek","Assessed road-related barrier","Circle Creek","National Aquatic Barrier Dataset (SARP)","sm645080",42.091892,-113.63294,"no",0,"Partial passability",0.5,0.5
"Road barrier - Almo Creek","Assessed road-related barrier","Almo Creek","National Aquatic Barrier Dataset (SARP)","sm645084",42.131844,-113.66465,"no",0,"No barrier",1,1
"Road barrier - Almo Creek","Assessed road-related barrier","Almo Creek","National Aquatic Barrier Dataset (SARP)","sm645085",42.14495,-113.664375,"no",0,"No barrier",1,1
"Road barrier - Edwards Creek","Assessed road-related barrier","Edwards Creek","National Aquatic Barrier Dataset (SARP)","sm645086",42.121216,-113.623405,"no",0,"Partial passability",0.5,0.5
"Road barrier - Taters Creek","Assessed road-related barrier","Taters Creek","National Aquatic Barrier Dataset (SARP)","sm645087",42.132504,-113.59526,"no",0,"Partial passability",0.5,0.5
"Road barrier - Cain Creek","Assessed road-related barrier","Cain Creek","National Aquatic Barrier Dataset (SARP)","sm645088",43.330803,-114.206604,"no",0,"Partial passability",0.5,0.5
"Road barrier - Willow Creek","Assessed road-related barrier","Willow Creek","National Aquatic Barrier Dataset (SARP)","sm645089",43.33264,-114.26271,"no",0,"Partial passability",0.5,0.5
"Road barrier - Clover Creek","Assessed road-related barrier","Clover Creek","National Aquatic Barrier Dataset (SARP)","sm645090",43.001034,-115.18125,"no",0,"No barrier",1,1
"Road barrier - Bell Mare Creek","Assessed road-related barrier","Bell Mare Creek","National Aquatic Barrier Dataset (SARP)","sm645091",43.02133,-115.1418,"no",0,"No barrier",1,1
"Road barrier - Willow Creek","Assessed road-related barrier","Willow Creek","National Aquatic Barrier Dataset (SARP)","sm645092",43.331207,-114.28134,"no",0,"Partial passability",0.5,0.5
"Road barrier - Clover Creek","Assessed road-related barrier","Clover Creek","National Aquatic Barrier Dataset (SARP)","sm645093",42.9981,-115.06389,"no",0,"Partial passability",0.5,0.5
"Road barrier - Clover Creek","Assessed road-related barrier","Clover Creek","National Aquatic Barrier Dataset (SARP)","sm645094",43.024826,-115.00903,"no",0,"No barrier",1,1
"Road barrier - Spring Creek","Assessed road-related barrier","Spring Creek","National Aquatic Barrier Dataset (SARP)","sm645095",43.33035,-114.29659,"no",0,"Partial passability",0.5,0.5
"Road barrier - Clover Creek","Assessed road-related barrier","Clover Creek","National Aquatic Barrier Dataset (SARP)","sm645096",43.034317,-114.96785,"no",0,"No barrier",1,1
"Road barrier - Clover Creek","Assessed road-related barrier","Clover Creek","National Aquatic Barrier Dataset (SARP)","sm645097",43.033955,-114.949234,"no",0,"No barrier",1,1
"Road barrier - Big Wood River","Assessed road-related barrier","Big Wood River","National Aquatic Barrier Dataset (SARP)","sm645098",43.491474,-114.295334,"no",0,"No barrier",1,1
"Road barrier - Big Wood River","Assessed road-related barrier","Big Wood River","National Aquatic Barrier Dataset (SARP)","sm645099",43.597454,-114.34668,"no",0,"No barrier",1,1
"Road barrier - Clover Creek","Assessed road-related barrier","Clover Creek","National Aquatic Barrier Dataset (SARP)","sm645100",43.04663,-114.923134,"no",0,"No barrier",1,1
"Road barrier - Silver Creek","Assessed road-related barrier","Silver Creek","National Aquatic Barrier Dataset (SARP)","sm645101",43.22231,-113.99537,"no",0,"No barrier",1,1
"Road barrier - Green Horn Creek","Assessed road-related barrier","Green Horn Creek","National Aquatic Barrier Dataset (SARP)","sm645102",43.59302,-114.39526,"no",0,"Partial passability",0.5,0.5
"Road barrier - Silver Creek","Assessed road-related barrier","Silver Creek","National Aquatic Barrier Dataset (SARP)","sm645103",43.23597,-113.98545,"no",0,"No barrier",1,1
"Road barrier - East Fork Big Wood River","Assessed road-related barrier","East Fork Big Wood River","National Aquatic Barrier Dataset (SARP)","sm645104",43.611736,-114.30856,"no",0,"No barrier",1,1
"Road barrier - Little Wood Creek","Assessed road-related barrier","Little Wood Creek","National Aquatic Barrier Dataset (SARP)","sm645105",43.23862,-113.964745,"no",0,"No barrier",1,1
"Road barrier - East Fork Big Wood River","Assessed road-related barrier","East Fork Big Wood River","National Aquatic Barrier Dataset (SARP)","sm645106",43.64664,-114.21098,"no",0,"No barrier",1,1
"Road barrier - Little Wood Creek","Assessed road-related barrier","Little Wood Creek","National Aquatic Barrier Dataset (SARP)","sm645107",43.247322,-113.95544,"no",0,"No barrier",1,1
"Road barrier - West Canal Little Wood River","Assessed road-related barrier","West Canal Little Wood River","National Aquatic Barrier Dataset (SARP)","sm645108",43.25467,-113.95634,"no",0,"Partial passability",0.5,0.5
"Road barrier - West Canal Little Wood River","Assessed road-related barrier","West Canal Little Wood River","National Aquatic Barrier Dataset (SARP)","sm645109",43.265694,-113.949265,"no",0,"No barrier",1,1
"Road barrier - West Canal Little Wood River","Assessed road-related barrier","West Canal Little Wood River","National Aquatic Barrier Dataset (SARP)","sm645110",43.280186,-113.95057,"no",0,"Partial passability",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm645111",43.64013,-114.20304,"no",0,"Partial passability",0.5,0.5
"Road barrier - Cove Creek","Assessed road-related barrier","Cove Creek","National Aquatic Barrier Dataset (SARP)","sm645112",43.631016,-114.19743,"no",0,"Partial passability",0.5,0.5
"Road barrier - Dry Creek-West Canal","Assessed road-related barrier","Dry Creek-West Canal","National Aquatic Barrier Dataset (SARP)","sm645113",43.28758,-113.94934,"no",0,"Partial passability",0.5,0.5
"Road barrier - Little Wood River","Assessed road-related barrier","Little Wood River","National Aquatic Barrier Dataset (SARP)","sm645115",43.302067,-113.93818,"no",0,"No barrier",1,1
"Road barrier - Little Wood River","Assessed road-related barrier","Little Wood River","National Aquatic Barrier Dataset (SARP)","sm645116",43.306404,-113.94583,"no",0,"No barrier",1,1
"Road barrier - East Canal Of Little Wood River","Assessed road-related barrier","East Canal Of Little Wood River","National Aquatic Barrier Dataset (SARP)","sm645117",43.309395,-113.94586,"no",0,"No barrier",1,1
"Road barrier - East Canal Little Wood River","Assessed road-related barrier","East Canal Little Wood River","National Aquatic Barrier Dataset (SARP)","sm645118",43.30928,-113.944374,"no",0,"No barrier",1,1
"Road barrier - Fish Creek","Assessed road-related barrier","Fish Creek","National Aquatic Barrier Dataset (SARP)","sm645119",43.31663,-113.9459,"no",0,"No barrier",1,1
"Road barrier - Little Wood River","Assessed road-related barrier","Little Wood River","National Aquatic Barrier Dataset (SARP)","sm645120",43.316746,-113.95903,"no",0,"No barrier",1,1
"Road barrier - Dry Creek","Assessed road-related barrier","Dry Creek","National Aquatic Barrier Dataset (SARP)","sm645121",43.316685,-113.9711,"no",0,"Partial passability",0.5,0.5
"Road barrier - Dry Creek","Assessed road-related barrier","Dry Creek","National Aquatic Barrier Dataset (SARP)","sm645122",43.299934,-113.96203,"no",0,"Partial passability",0.5,0.5
"Road barrier - Silver Creek","Assessed road-related barrier","Silver Creek","National Aquatic Barrier Dataset (SARP)","sm645123",43.294895,-114.03005,"no",0,"No barrier",1,1
"Road barrier - Little Wood River","Assessed road-related barrier","Little Wood River","National Aquatic Barrier Dataset (SARP)","sm645124",43.327682,-113.96648,"no",0,"No barrier",1,1
"Road barrier - Little Wood River","Assessed road-related barrier","Little Wood River","National Aquatic Barrier Dataset (SARP)","sm645127",43.41963,-114.01187,"no",0,"No barrier",1,1
"Road barrier - Little Wood River","Assessed road-related barrier","Little Wood River","National Aquatic Barrier Dataset (SARP)","sm645128",43.49723,-114.05832,"no",0,"No barrier",1,1
"Road barrier - Cold Spring Creek Nj","Assessed road-related barrier","Cold Spring Creek Nj","National Aquatic Barrier Dataset (SARP)","sm645129",43.503475,-114.05968,"no",0,"Partial passability",0.5,0.5
"Road barrier - Cold Spring Creek","Assessed road-related barrier","Cold Spring Creek","National Aquatic Barrier Dataset (SARP)","sm645131",43.507683,-114.08793,"no",0,"Partial passability",0.5,0.5
"Road barrier - Cold Stream Creek","Assessed road-related barrier","Cold Stream Creek","National Aquatic Barrier Dataset (SARP)","sm645132",43.5081,-114.09578,"no",0,"Partial passability",0.5,0.5
"Road barrier - Cold Spring Creek","Assessed road-related barrier","Cold Spring Creek","National Aquatic Barrier Dataset (SARP)","sm645133",43.50798,-114.10013,"no",0,"Partial passability",0.5,0.5
"Road barrier - Cold Spring","Assessed road-related barrier","Cold Spring","National Aquatic Barrier Dataset (SARP)","sm645134",43.502472,-114.11716,"no",0,"Partial passability",0.5,0.5
"Road barrier - Little Wood River","Assessed road-related barrier","Little Wood River","National Aquatic Barrier Dataset (SARP)","sm645135",43.50429,-114.05721,"no",0,"No barrier",1,1
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm645136",43.50393,-114.0258,"no",0,"Partial passability",0.5,0.5
"Road barrier - Muldoon Creek","Assessed road-related barrier","Muldoon Creek","National Aquatic Barrier Dataset (SARP)","sm645139",43.49798,-114.0042,"no",0,"No barrier",1,1
"Road barrier - Silver Creek","Assessed road-related barrier","Silver Creek","National Aquatic Barrier Dataset (SARP)","sm645140",43.2733,-114.01045,"no",0,"No barrier",1,1
"Road barrier - Silver Creek","Assessed road-related barrier","Silver Creek","National Aquatic Barrier Dataset (SARP)","sm645141",43.317307,-114.105354,"no",0,"No barrier",1,1
"Road barrier - Silver Creek","Assessed road-related barrier","Silver Creek","National Aquatic Barrier Dataset (SARP)","sm645142",43.3148,-114.13562,"no",0,"No barrier",1,1
"Road barrier - Silver Creek","Assessed road-related barrier","Silver Creek","National Aquatic Barrier Dataset (SARP)","sm645143",43.311172,-114.16911,"no",0,"No barrier",1,1
"Road barrier - Grove Creek","Assessed road-related barrier","Grove Creek","National Aquatic Barrier Dataset (SARP)","sm645144",43.330914,-114.163246,"no",0,"No barrier",1,1
"Road barrier - Loving Creek","Assessed road-related barrier","Loving Creek","National Aquatic Barrier Dataset (SARP)","sm645145",43.330933,-114.15309,"no",0,"No barrier",1,1
"Road barrier - Wilso Creek","Assessed road-related barrier","Wilso Creek","National Aquatic Barrier Dataset (SARP)","sm645146",43.330906,-114.16979,"no",0,"Partial passability",0.5,0.5
"Road barrier - Wilson Creek","Assessed road-related barrier","Wilson Creek","National Aquatic Barrier Dataset (SARP)","sm645147",43.33588,-114.17555,"no",0,"Partial passability",0.5,0.5
